gold_left,level,total_damage_to_players,players_eliminated,num_traits
-0.5208150015436809,-0.30418585548654126,0.47389506699401035,1.1220565250227446,1.7073126211442664
0.4713399377068961,-0.30418585548654126,-1.3007783764070882,-0.7361600579710034,-1.458326540814326
-0.43813542327279953,-0.30418585548654126,-0.02718919937806451,-0.7361600579710034,-0.4031134868281285
0.8020582507904218,0.9391040808072498,1.6848487107265246,2.0511648165196186,1.1797060941511677
-0.024737531918392407,0.9391040808072498,0.3695025114998281,-0.7361600579710034,1.1797060941511677
0.3059807811651333,0.9391040808072498,0.9123438000695759,0.19294823352587062,-0.9307200138212272
0.14062162462337044,-0.30418585548654126,-0.006310688279228059,-0.7361600579710034,0.12449304016497026
0.8847378290613032,-0.30418585548654126,-1.2798998653082516,-0.7361600579710034,-1.458326540814326
2.786368129291576,-0.30418585548654126,0.2442314449068094,-0.7361600579710034,0.12449304016497026
-0.19009668846015523,0.9391040808072498,1.7683627551218706,1.1220565250227446,-0.4031134868281285
-0.5208150015436809,0.9391040808072498,-0.38212388805828423,0.19294823352587062,0.652099567158069
-0.35545584500191807,-1.5474757917803323,-0.006310688279228059,-0.7361600579710034,-1.458326540814326
-0.19009668846015523,-1.5474757917803323,-0.6744230434419946,-0.7361600579710034,-1.9859330678074247
-0.19009668846015523,0.9391040808072498,-0.13158175487224677,0.19294823352587062,1.1797060941511677
-0.27277626673103667,0.9391040808072498,0.2859884671044823,1.1220565250227446,0.652099567158069
-0.43813542327279953,-1.5474757917803323,-0.9667221988257049,-0.7361600579710034,-0.4031134868281285
-0.19009668846015523,0.9391040808072498,2.0397833994067445,2.0511648165196186,0.652099567158069
-0.35545584500191807,-0.30418585548654126,-0.2986098436629384,0.19294823352587062,1.1797060941511677
0.3059807811651333,-0.30418585548654126,0.3695025114998281,0.19294823352587062,-1.458326540814326
-0.10741711018927383,-0.30418585548654126,-1.3007783764070882,-0.7361600579710034,-1.458326540814326
-0.10741711018927383,-0.30418585548654126,-0.006310688279228059,0.19294823352587062,0.12449304016497026
1.7115336117701174,-1.5474757917803323,0.3695025114998281,0.19294823352587062,0.652099567158069
-0.43813542327279953,-1.5474757917803323,-0.8205726211338498,-0.7361600579710034,-0.9307200138212272
3.5304843337295084,-0.30418585548654126,-0.44475942135479357,-0.7361600579710034,1.7073126211442664
-0.5208150015436809,-0.30418585548654126,-0.8832081544303592,-0.7361600579710034,-0.4031134868281285
-0.43813542327279953,0.9391040808072498,0.3903810225986646,1.1220565250227446,1.1797060941511677
-0.10741711018927383,-0.30418585548654126,-0.9040866655291956,-0.7361600579710034,-0.4031134868281285
-0.43813542327279953,0.9391040808072498,2.8122883100636935,2.0511648165196186,1.1797060941511677
-0.5208150015436809,-0.30418585548654126,-0.04806771047690096,-0.7361600579710034,-0.9307200138212272
1.2981357204157102,-0.30418585548654126,-0.9876007099245414,-0.7361600579710034,-0.9307200138212272
-0.43813542327279953,-0.30418585548654126,-1.613956042889635,-0.7361600579710034,0.12449304016497026
-0.27277626673103667,-0.30418585548654126,1.1628859332556134,2.0511648165196186,-0.4031134868281285
-0.43813542327279953,-0.30418585548654126,-1.613956042889635,-0.7361600579710034,-0.4031134868281285
-0.5208150015436809,-0.30418585548654126,0.18159591161030003,0.19294823352587062,-0.9307200138212272
1.050096985603066,-0.30418585548654126,0.49477357809284683,1.1220565250227446,0.12449304016497026
-0.5208150015436809,0.9391040808072498,0.3277454893021552,-0.7361600579710034,1.1797060941511677
-0.35545584500191807,0.9391040808072498,-0.2150957992675926,-0.7361600579710034,-0.9307200138212272
-0.35545584500191807,-1.5474757917803323,-0.4865164435524665,-0.7361600579710034,-1.458326540814326
-0.5208150015436809,-0.30418585548654126,0.2442314449068094,0.19294823352587062,-0.9307200138212272
-0.5208150015436809,-0.30418585548654126,-0.27773133256410193,-0.7361600579710034,-0.4031134868281285
-0.35545584500191807,0.9391040808072498,1.288156999848632,1.1220565250227446,1.1797060941511677
0.8020582507904218,-0.30418585548654126,0.0563248450172813,1.1220565250227446,-0.9307200138212272
-0.5208150015436809,-1.5474757917803323,-0.06894622157573742,-0.7361600579710034,-0.9307200138212272
-0.35545584500191807,-1.5474757917803323,-0.31948835476177484,-0.7361600579710034,-0.9307200138212272
-0.10741711018927383,-1.5474757917803323,-0.8205726211338498,-0.7361600579710034,-0.4031134868281285
-0.43813542327279953,-0.30418585548654126,-0.9667221988257049,-0.7361600579710034,1.1797060941511677
1.2981357204157102,0.9391040808072498,1.3090355109474685,1.1220565250227446,-0.4031134868281285
0.057942046352489014,-1.5474757917803323,-0.6535445323431581,-0.7361600579710034,-1.458326540814326
0.057942046352489014,-1.5474757917803323,-0.6744230434419946,-0.7361600579710034,-0.4031134868281285
-0.43813542327279953,0.9391040808072498,0.0563248450172813,0.19294823352587062,0.652099567158069
-0.5208150015436809,-0.30418585548654126,-0.9876007099245414,-0.7361600579710034,0.652099567158069
0.3886603594360147,0.9391040808072498,3.2716155542380956,2.9802731080164926,0.652099567158069
2.786368129291576,-1.5474757917803323,-1.0711147543198871,-0.7361600579710034,0.652099567158069
-0.27277626673103667,0.9391040808072498,1.2463999776509591,0.19294823352587062,1.1797060941511677
-0.35545584500191807,-0.30418585548654126,-1.5930775317907986,-0.7361600579710034,-0.4031134868281285
-0.024737531918392407,-0.30418585548654126,0.22335293380797294,-0.7361600579710034,0.12449304016497026
-0.5208150015436809,-2.7907657280741236,-0.8205726211338498,-0.7361600579710034,-0.4031134868281285
-0.5208150015436809,-0.30418585548654126,-0.31948835476177484,-0.7361600579710034,-0.4031134868281285
-0.43813542327279953,-0.30418585548654126,-0.15246026597108323,-0.7361600579710034,-1.458326540814326
0.3059807811651333,0.9391040808072498,1.601334666331179,1.1220565250227446,1.1797060941511677
-0.43813542327279953,-0.30418585548654126,-0.04806771047690096,-0.7361600579710034,-1.458326540814326
-0.43813542327279953,-0.30418585548654126,0.7035586890812113,2.0511648165196186,0.652099567158069
-0.43813542327279953,-2.7907657280741236,-1.2798998653082516,-0.7361600579710034,-0.4031134868281285
-0.5208150015436809,0.9391040808072498,-1.0919932654187237,-0.7361600579710034,-0.9307200138212272
-0.5208150015436809,-0.30418585548654126,-0.04806771047690096,1.1220565250227446,-0.4031134868281285
-0.10741711018927383,-0.30418585548654126,-0.31948835476177484,-0.7361600579710034,-0.9307200138212272
-0.35545584500191807,0.9391040808072498,0.411259533697501,-0.7361600579710034,0.12449304016497026
