PC1,PC2,PC3
1.3655804306088455,-0.4789618370882747,0.3478342876978036
-1.8454796470103667,0.4641425973398719,-0.2399552980287644
-0.6963926354740907,-0.43846855168168214,-0.22367084301327309
2.931241256800229,1.0255142292315735,0.022270404058643667
0.7526696779453058,-0.5809903215877952,1.2683143024929437
0.7327804516356118,0.4982848873683445,-0.6843756659947192
-0.5007672067075885,-0.024286187078791273,0.37156668124459824
-1.8458569104603013,0.846348344851428,-0.0890770392041761
-0.4370360820712296,2.437585222186582,1.3004550990264483
1.918836347994064,0.26207338434865884,-1.1434102596169586
0.6274668588073435,-0.7942672179044775,0.5515823083693514
-1.7229691164109184,0.0958102911241441,-1.2765339058397294
-2.306697910723522,0.27732118163520114,-1.3850434232824704
0.9603345535553963,-0.5767737210548772,0.9802042543203322
1.4843988619276234,-0.25311194387290215,0.053585496118952226
-1.8621136974954844,-0.34904188892146193,-0.2435222514230802
2.9604156992698862,0.2825793097308526,-0.848473296026455
0.23652258276686067,-0.5350109676280506,0.6546813268070741
-0.4093962866756781,0.7609450942847631,-1.2102392076895048
-1.8284150755014734,-0.06700679287845329,-0.46036797005706664
-0.007183346385056514,-0.02842824861386003,-0.1054556287699763
-0.28151951423252775,1.7877842509791735,0.535562784438395
-1.98030996817668,-0.20956825588972203,-0.6708220160748131
-0.24612802778751944,2.6683107708190357,2.9444544827941384
-1.178235203714523,-0.629693399007152,0.013775558574844478
1.7492113188598029,-0.5105826344139908,0.3391978429864959
-1.2022358995630076,-0.2531143033496724,0.17777254550497368
3.605640870508707,0.03925656453808295,-0.8042481234230382
-0.9066448398196443,-0.39738001038315146,-0.629983219818314
-1.4918035792435405,1.145346977872008,0.35791370321673566
-1.3932047825428686,-0.772061673679058,0.6562250412796222
1.430811013623918,0.5441281690402288,-1.6822587537347244
-1.5940830666189891,-0.6522813221365855,0.2748408249972827
-0.29044548909461326,-0.14294003377008915,-1.0846959606869484
0.7284391719127625,1.324883745487349,-0.20461475826802245
0.7436730211258074,-1.0418878793432929,1.092507883145654
-0.37182032821950833,-0.48415597864258925,-0.1995104674607283
-1.9946385889942428,0.031103794802265387,-1.1256685326260085
-0.25501034049678833,-0.13450005598897455,-1.10437405284526
-0.8356954339355485,-0.5481069471230441,-0.1764459989554992
2.2546773194987852,-0.3137311352344444,0.0886327132928374
0.08594995136527242,1.277729151153781,-0.9240991194509369
-1.5526503890729388,-0.18416700683325024,-0.9384466465500217
-1.6992665753239224,-0.06616994932390145,-0.7967592287658326
-1.789182867819927,-0.025834670164580128,-0.1634877014905865
-0.6252850122131031,-0.9244092730258188,1.2156531882084167
1.6150982648728602,1.565992931658083,-0.43232880809751684
-2.1013212982376523,0.38798960897047763,-0.915755997326486
